Filepath,Noisy_labels,Label,Label_numeric
aircrafts_original/0/0716386.jpg,1,0,0
aircrafts_original/0/0810608.jpg,1,0,0
aircrafts_original/0/1427680.jpg,1,0,0
aircrafts_original/0/1017179.jpg,1,0,0
aircrafts_original/0/0536721.jpg,1,0,0
aircrafts_original/0/1318819.jpg,1,0,0
aircrafts_original/0/1009831.jpg,1,0,0
aircrafts_original/0/0869742.jpg,1,0,0
aircrafts_original/0/0901498.jpg,1,0,0
aircrafts_original/0/0481847.jpg,1,0,0
aircrafts_original/0/0887066.jpg,1,0,0
aircrafts_original/0/0582363.jpg,1,0,0
aircrafts_original/0/1346004.jpg,1,0,0
aircrafts_original/0/0548719.jpg,1,0,0
aircrafts_original/0/1193587.jpg,1,0,0
aircrafts_original/0/1207591.jpg,1,0,0
aircrafts_original/0/0950991.jpg,1,0,0
aircrafts_original/0/1187431.jpg,1,0,0
aircrafts_original/0/0732667.jpg,1,0,0
aircrafts_original/0/1288661.jpg,1,0,0
aircrafts_original/0/0602177.jpg,0,0,0
aircrafts_original/0/0869692.jpg,0,0,0
aircrafts_original/0/0536511.jpg,0,0,0
aircrafts_original/0/0732410.jpg,0,0,0
aircrafts_original/0/0817494.jpg,0,0,0
aircrafts_original/0/0582372.jpg,0,0,0
aircrafts_original/0/2031775.jpg,0,0,0
aircrafts_original/0/1068565.jpg,0,0,0
aircrafts_original/0/0062781.jpg,0,0,0
aircrafts_original/0/0577855.jpg,0,0,0
aircrafts_original/0/0729223.jpg,0,0,0
aircrafts_original/0/0731614.jpg,0,0,0
aircrafts_original/0/1340192.jpg,0,0,0
aircrafts_original/0/0450014.jpg,0,0,0
aircrafts_original/0/0063435.jpg,0,0,0
aircrafts_original/0/0979376.jpg,0,0,0
aircrafts_original/0/0951982.jpg,0,0,0
aircrafts_original/0/0458781.jpg,0,0,0
aircrafts_original/0/0624128.jpg,0,0,0
aircrafts_original/0/1148180.jpg,0,0,0
aircrafts_original/0/1042824.jpg,0,0,0
aircrafts_original/0/0610657.jpg,0,0,0
aircrafts_original/0/0056978.jpg,0,0,0
aircrafts_original/0/1319365.jpg,0,0,0
aircrafts_original/0/0864665.jpg,0,0,0
aircrafts_original/0/1518652.jpg,0,0,0
aircrafts_original/0/1082409.jpg,0,0,0
aircrafts_original/0/0687610.jpg,0,0,0
aircrafts_original/0/0698580.jpg,0,0,0
aircrafts_original/0/1152266.jpg,0,0,0
aircrafts_original/0/0923884.jpg,0,0,0
aircrafts_original/0/1423583.jpg,0,0,0
aircrafts_original/0/1042021.jpg,0,0,0
aircrafts_original/0/0198101.jpg,0,0,0
aircrafts_original/0/0631897.jpg,0,0,0
aircrafts_original/0/1514481.jpg,0,0,0
aircrafts_original/0/0987261.jpg,0,0,0
aircrafts_original/0/0894380.jpg,0,0,0
aircrafts_original/0/1199327.jpg,0,0,0
aircrafts_original/0/0869722.jpg,0,0,0
aircrafts_original/0/1514484.jpg,0,0,0
aircrafts_original/0/1002439.jpg,0,0,0
aircrafts_original/0/0064933.jpg,0,0,0
aircrafts_original/0/1025794.jpg,0,0,0
aircrafts_original/0/0760910.jpg,0,0,0
aircrafts_original/0/0113201.jpg,0,0,0
aircrafts_original/0/0482761.jpg,0,0,0
aircrafts_original/1/0345994.jpg,2,1,1
aircrafts_original/1/0638654.jpg,2,1,1
aircrafts_original/1/1446378.jpg,2,1,1
aircrafts_original/1/0901521.jpg,2,1,1
aircrafts_original/1/1063986.jpg,2,1,1
aircrafts_original/1/1512865.jpg,2,1,1
aircrafts_original/1/0939607.jpg,2,1,1
aircrafts_original/1/0250399.jpg,2,1,1
aircrafts_original/1/0193983.jpg,2,1,1
aircrafts_original/1/1691787.jpg,2,1,1
aircrafts_original/1/0879892.jpg,2,1,1
aircrafts_original/1/0632010.jpg,2,1,1
aircrafts_original/1/1298905.jpg,2,1,1
aircrafts_original/1/0994986.jpg,2,1,1
aircrafts_original/1/0980196.jpg,2,1,1
aircrafts_original/1/0740881.jpg,2,1,1
aircrafts_original/1/2223757.jpg,2,1,1
aircrafts_original/1/0321755.jpg,2,1,1
aircrafts_original/1/0218039.jpg,2,1,1
aircrafts_original/1/1059846.jpg,2,1,1
aircrafts_original/1/0732456.jpg,1,1,1
aircrafts_original/1/1739565.jpg,1,1,1
aircrafts_original/1/1089989.jpg,1,1,1
aircrafts_original/1/1019011.jpg,1,1,1
aircrafts_original/1/0771164.jpg,1,1,1
aircrafts_original/1/0482763.jpg,1,1,1
aircrafts_original/1/1426527.jpg,1,1,1
aircrafts_original/1/1036881.jpg,1,1,1
aircrafts_original/1/0356165.jpg,1,1,1
aircrafts_original/1/0994960.jpg,1,1,1
aircrafts_original/1/0523223.jpg,1,1,1
aircrafts_original/1/0063052.jpg,1,1,1
aircrafts_original/1/0065840.jpg,1,1,1
aircrafts_original/1/0213505.jpg,1,1,1
aircrafts_original/1/0147047.jpg,1,1,1
aircrafts_original/1/0699599.jpg,1,1,1
aircrafts_original/1/0907364.jpg,1,1,1
aircrafts_original/1/0875281.jpg,1,1,1
aircrafts_original/1/0063291.jpg,1,1,1
aircrafts_original/1/1514487.jpg,1,1,1
aircrafts_original/1/0275123.jpg,1,1,1
aircrafts_original/1/0275719.jpg,1,1,1
aircrafts_original/1/1459191.jpg,1,1,1
aircrafts_original/1/0875317.jpg,1,1,1
aircrafts_original/1/1149060.jpg,1,1,1
aircrafts_original/1/0075758.jpg,1,1,1
aircrafts_original/1/0745103.jpg,1,1,1
aircrafts_original/1/0048341.jpg,1,1,1
aircrafts_original/1/0582367.jpg,1,1,1
aircrafts_original/1/1115308.jpg,1,1,1
aircrafts_original/1/1327285.jpg,1,1,1
aircrafts_original/1/1862134.jpg,1,1,1
aircrafts_original/1/0786258.jpg,1,1,1
aircrafts_original/1/0063113.jpg,1,1,1
aircrafts_original/1/0314131.jpg,1,1,1
aircrafts_original/1/1188390.jpg,1,1,1
aircrafts_original/1/0730793.jpg,1,1,1
aircrafts_original/1/0056337.jpg,1,1,1
aircrafts_original/1/0995286.jpg,1,1,1
aircrafts_original/1/0907378.jpg,1,1,1
aircrafts_original/1/0907359.jpg,1,1,1
aircrafts_original/1/0901504.jpg,1,1,1
aircrafts_original/1/0983618.jpg,1,1,1
aircrafts_original/1/1197395.jpg,1,1,1
aircrafts_original/1/0143080.jpg,1,1,1
aircrafts_original/1/0689276.jpg,1,1,1
aircrafts_original/1/0409532.jpg,1,1,1
aircrafts_original/10/0730970.jpg,3,10,2
aircrafts_original/10/1013082.jpg,3,10,2
aircrafts_original/10/1428220.jpg,3,10,2
aircrafts_original/10/0064007.jpg,3,10,2
aircrafts_original/10/0869697.jpg,3,10,2
aircrafts_original/10/1283510.jpg,3,10,2
aircrafts_original/10/0074633.jpg,3,10,2
aircrafts_original/10/1688967.jpg,3,10,2
aircrafts_original/10/0792085.jpg,3,10,2
aircrafts_original/10/1281454.jpg,3,10,2
aircrafts_original/10/1047726.jpg,3,10,2
aircrafts_original/10/0275116.jpg,3,10,2
aircrafts_original/10/0535113.jpg,3,10,2
aircrafts_original/10/0688093.jpg,3,10,2
aircrafts_original/10/0852827.jpg,3,10,2
aircrafts_original/10/0606502.jpg,3,10,2
aircrafts_original/10/1062969.jpg,3,10,2
aircrafts_original/10/0796213.jpg,3,10,2
aircrafts_original/10/1145144.jpg,3,10,2
aircrafts_original/10/0132975.jpg,3,10,2
