Filepath,Noisy_labels,Label,Label_numeric
cifar10_original/airplane/2473.png,1,airplane,0
cifar10_original/airplane/3666.png,1,airplane,0
cifar10_original/airplane/4136.png,1,airplane,0
cifar10_original/airplane/4230.png,1,airplane,0
cifar10_original/airplane/2431.png,1,airplane,0
cifar10_original/airplane/1437.png,1,airplane,0
cifar10_original/airplane/1458.png,1,airplane,0
cifar10_original/airplane/2535.png,1,airplane,0
cifar10_original/airplane/4000.png,1,airplane,0
cifar10_original/airplane/2692.png,1,airplane,0
cifar10_original/airplane/0717.png,1,airplane,0
cifar10_original/airplane/1784.png,1,airplane,0
cifar10_original/airplane/4897.png,1,airplane,0
cifar10_original/airplane/3027.png,1,airplane,0
cifar10_original/airplane/1539.png,1,airplane,0
cifar10_original/airplane/4221.png,1,airplane,0
cifar10_original/airplane/1423.png,1,airplane,0
cifar10_original/airplane/1868.png,1,airplane,0
cifar10_original/airplane/1090.png,1,airplane,0
cifar10_original/airplane/0129.png,1,airplane,0
cifar10_original/airplane/2635.png,1,airplane,0
cifar10_original/airplane/4336.png,1,airplane,0
cifar10_original/airplane/0230.png,1,airplane,0
cifar10_original/airplane/1702.png,1,airplane,0
cifar10_original/airplane/2225.png,1,airplane,0
cifar10_original/airplane/3975.png,1,airplane,0
cifar10_original/airplane/0142.png,1,airplane,0
cifar10_original/airplane/1169.png,1,airplane,0
cifar10_original/airplane/2623.png,1,airplane,0
cifar10_original/airplane/2882.png,1,airplane,0
cifar10_original/airplane/4820.png,1,airplane,0
cifar10_original/airplane/4514.png,1,airplane,0
cifar10_original/airplane/1881.png,1,airplane,0
cifar10_original/airplane/2001.png,1,airplane,0
cifar10_original/airplane/0763.png,1,airplane,0
cifar10_original/airplane/3535.png,1,airplane,0
cifar10_original/airplane/1101.png,1,airplane,0
cifar10_original/airplane/4621.png,1,airplane,0
cifar10_original/airplane/1691.png,1,airplane,0
cifar10_original/airplane/3567.png,1,airplane,0
cifar10_original/airplane/4850.png,1,airplane,0
cifar10_original/airplane/4436.png,1,airplane,0
cifar10_original/airplane/0110.png,1,airplane,0
cifar10_original/airplane/0623.png,1,airplane,0
cifar10_original/airplane/1959.png,1,airplane,0
cifar10_original/airplane/3564.png,1,airplane,0
cifar10_original/airplane/3858.png,1,airplane,0
cifar10_original/airplane/1115.png,1,airplane,0
cifar10_original/airplane/1754.png,1,airplane,0
cifar10_original/airplane/4646.png,1,airplane,0
cifar10_original/airplane/0135.png,1,airplane,0
cifar10_original/airplane/0365.png,1,airplane,0
cifar10_original/airplane/0958.png,1,airplane,0
cifar10_original/airplane/4172.png,1,airplane,0
cifar10_original/airplane/0417.png,1,airplane,0
cifar10_original/airplane/2732.png,1,airplane,0
cifar10_original/airplane/2766.png,1,airplane,0
cifar10_original/airplane/2134.png,1,airplane,0
cifar10_original/airplane/1297.png,1,airplane,0
